Fecha,TempMedia,TempMax,HorMinTempMax,TempMin,HorMinTempMin,HumedadMedia,HumedadMax,HorMinHumMax,HumedadMin,HorMinHumMin,VelViento,DirViento,VelVientoMax,HorMinVelMax,DirVientoVelMax,Radiacion,Precipitacion,TempSuelo1,TempSuelo2,EtPMon,PePMon,Estacion
2022-11-22,14.41,16.8,1120.0,11.22,340.0,56.18,73.5,0.0,37.66,1430.0,2.664,299.7,9.54,155.0,320.0,11.09,0.0,15.15,16.39,2.218134,0.0,IB05
2023-08-06,24.76,32.27,950.0,16.51,450.0,62.59,76.7,420.0,38.48,950.0,1.421,85.4,7.26,1207.0,107.7,25.34,0.0,31.51,30.71,5.526011,0.0,IB05
2023-08-07,24.09,30.13,1210.0,18.44,2340.0,53.95,73.0,2350.0,35.53,1210.0,1.138,49.32,5.694,1344.0,79.0,26.58,0.0,32.66,31.21,5.358422,0.0,IB05
2023-08-08,24.25,31.07,1300.0,17.17,230.0,58.44,77.2,500.0,39.68,1520.0,0.973,93.6,5.508,1216.0,149.5,25.4,0.0,32.59,31.32,5.071301,0.0,IB05
2023-08-09,25.76,34.28,1030.0,18.37,440.0,61.12,77.5,2350.0,37.47,1030.0,0.807,119.8,4.528,1305.0,136.5,25.83,0.0,33.37,31.57,5.279893,0.0,IB05
2023-10-20,20.45,22.76,1120.0,18.44,340.0,61.45,75.3,240.0,48.72,1250.0,1.76,255.1,7.26,1150.0,280.5,10.75,0.99,21.69,22.97,2.537542,0.0,IB05
2023-11-23,13.68,17.39,1140.0,8.75,2340.0,57.92,69.1,720.0,42.09,1500.0,2.591,345.9,8.43,1210.0,329.3,10.58,0.0,14.43,16.69,2.145586,0.0,IB05
2024-01-07,9.71,12.92,1150.0,5.612,2340.0,57.84,69.69,2350.0,43.32,1430.0,2.922,317.7,8.96,1432.0,322.7,9.96,0.0,10.04,12.8,1.837645,0.0,IB05
2004-11-29,8.92,12.61,1100.0,4.367,0.0,96.6,97.6,900.0,95.5,10.0,0.411,23.27,2.969,926.0,42.77,1.614,8.0,,,0.4706766307353973,4.156155586242676,IB05
2006-02-24,3.588,6.681,1030.0,0.212,1630.0,95.5,97.6,1910.0,92.5,920.0,0.802,0.0,5.468,1210.0,0.0,1.132,40.2,,,0.4638614952564239,24.17703056335449,IB05
